,GSM1519728_Ji-Batch3-1_PrimeView_.CEL.gz,GSM1519729_Ji-Batch3-10_PrimeView_.CEL.gz,GSM1519730_Ji-Batch3-11_PrimeView_.CEL.gz,GSM1519731_Ji-Batch3-12_PrimeView_.CEL.gz,GSM1519732_Ji-Batch3-13_PrimeView_.CEL.gz
USP6,4.998716865,5.115707405,4.998981579,5.040932482,5.014527736
USP7,7.406443206,7.424157993,7.319264562,7.35488926,7.809712661
SOX8,5.423294493,5.666871966,5.117470322,4.872131294,5.836213538
SOX9,4.759543402,4.636287568,4.900655232,4.862931482,4.59812149
RNF38,7.797541697,7.575370223,7.632528374,7.63352477,7.576933987
RNF39,5.917631406,5.990103909,5.866128789,6.2028065,6.18500039
SOX2,5.038284636,4.829439042,4.951428273,5.131344516,5.17357925
SOX3,5.757486378,5.685676063,5.630400931,5.724009161,5.687100062
RNF34,7.243297687,7.233001677,7.160682042,7.233811313,7.031164109
SOX1,4.790686502,4.70345772,4.548146655,4.584424141,4.355950597
SOX6,4.840702944,5.133341523,5.165678718,5.224031016,4.777006399
SOX7,4.434159538,4.255373638,4.411047955,4.57999301,4.65631971
SOX4,7.397556994,8.134159364,7.898252274,7.350906989,7.83838035
RNF31,8.490938698,8.321430235,8.25477393,7.828072425,7.806362929
ZNF721,7.622696084,7.561317412,7.779159251,7.465735215,7.619354841
ZNF720,6.353551163,6.569742295,6.723755481,6.357737086,6.381176648
CEBPA,9.464139296,9.906149946,9.491150648,9.368716861,9.363952083
CEBPG,7.973210658,8.099151096,8.033772508,7.939019112,7.807434411
MZF1,6.636496826,6.759750993,6.328323866,6.641909471,6.642716668
ZNF544,7.022410289,6.966183524,7.038273634,6.588174903,6.81553413
RALGAPB,6.56921071,6.435137622,6.49686428,6.375488055,6.40319486
XRCC5,10.65519742,10.6302053,10.68131003,10.40138098,10.51705041
LCE5A,4.748340533,5.23421518,4.959994334,5.350178627,5.0142813
ZNF547,4.151502289,4.090949736,4.183295513,4.167060273,4.30763585
RALYL,6.501703687,6.642213802,6.300313821,6.564540724,6.691530967
PHKB,7.299337159,8.054279814,7.962995618,7.848231827,7.797945459
PBX4,6.739942564,6.776835386,7.000382366,6.573597611,6.759582091
ZNF546,4.989943217,4.676975139,4.915555535,4.625644554,4.974783668
CST11,4.63423963,4.681386945,4.963214575,4.626881362,4.698408241
MAP3K14,6.976816611,6.787362532,6.85744253,6.954712029,6.811108047
XRCC6,11.02852192,11.26249765,11.35733068,10.70879537,10.95759288
GPR171,10.72460647,9.857459763,10.61241303,9.880723725,9.828291573
MAP3K15,4.830509307,4.76952656,4.882437811,5.165880534,4.830744985
INTS3,6.913020161,7.239776742,7.152955161,6.882617847,6.93578375
INTS2,6.193246296,5.905302904,6.17307049,6.092926211,6.05628209
INTS1,7.064099563,7.043546713,6.909698625,6.915654381,6.877904566
KLRC2,4.93749641,4.624386783,4.729260787,4.303602118,4.604974105
INTS7,7.005786352,6.826551329,7.011205937,6.551938916,6.690740584
ZC3H7B,7.599489266,7.6175507,7.447830246,7.536485685,7.631366505
ZC3H7A,8.257894795,8.17307139,8.194275231,7.93868644,8.089240968
KRTAP9-9,3.810346959,3.86020591,3.771913623,3.810959296,3.884521196
TPP1,7.088713511,7.251596703,7.231077081,7.225014171,7.322815102
TPP2,7.620437887,7.681567937,7.992373249,7.689504206,7.733810421
SCN1A,4.183877714,4.28018833,4.167616868,4.2704682,4.114929513
MMD2,5.450838708,5.152223873,5.401948133,5.28211706,5.300315211
EPN3,5.614870171,5.469656571,5.528368402,5.421838315,5.373919704
RGS4,4.385302571,4.344538024,4.43248952,4.421582395,4.229625778
TNFRSF11A,4.31446887,4.396851941,4.308473222,4.285998562,4.395776211
TNFRSF11B,4.343066266,4.293708546,4.35457694,3.996642906,4.259215386
CRNN,5.89403779,5.70971539,5.822685573,5.751562258,5.763804146
CTNNA1,7.458332529,3.915287983,6.130085422,7.147181485,7.072750116
CTNNA2,3.865712925,3.868642001,3.939356798,3.851026589,3.846431524
ELL3,6.018441069,5.622645148,5.718993485,5.550537273,5.319661872
AMT,6.698010713,6.460535233,6.365931148,6.544501956,6.460080504
FAM181A,6.519011791,6.855867808,6.957585988,6.859348454,7.231845057
LOC100132005,4.523071799,4.601647716,4.61783444,4.33852611,4.415715366
LOC442381,4.350123661,4.523763684,4.361361803,4.317148357,4.15819548
LYST,11.77547443,11.23392884,10.96660702,10.9991117,10.89744363
CHSY3,4.259865596,4.540070409,4.114929513,4.358360003,4.134252359
OR5AU1,5.358708618,5.337678676,5.049859724,5.011222467,5.1123067
FUCA1,8.532100394,8.993445896,8.56298773,8.196432943,8.772366877
SLC1A2,5.470860677,5.561368703,5.334476726,5.436287429,5.296173155
C9orf6,8.657761458,8.387153704,8.674869538,8.737500644,8.291974971
G6PC2,4.124117585,4.156249193,4.029398793,4.079518897,4.229841323
TGIF2,8.411173369,8.168122762,8.226693705,7.951540161,8.26828788
TGIF1,8.033772508,7.507519371,7.817665052,7.742120651,7.715203122
CHRNA1,4.455092271,4.375034736,4.487409249,4.372983247,4.608055307
TM7SF4,6.134452107,6.14632383,5.967467699,6.180334469,6.133058985
TM7SF3,7.915565628,7.923512957,8.006421282,7.836860153,7.974729585
TM7SF2,6.902731094,6.784782223,7.116836353,7.12523154,6.779314571
LOC100510742,4.65950981,4.728589777,4.887651267,4.583408859,4.164762319
CHRNA3,4.32013851,4.388083696,4.343066266,4.420858033,4.339554217
EPB41L4B,4.575688456,4.566274649,4.345817891,4.448459217,4.383101996
CLCA3P,3.930145582,4.123245804,4.094633261,4.69769351,5.336210743
BGN,7.292894998,7.464809328,7.358572392,7.47167531,7.595298872
EPB41L4A,5.340271222,5.160368839,5.392184354,5.295620562,5.002637344
MYL6,5.454471112,6.143267756,8.200504297,8.752137986,11.6543252
MYL7,4.548146655,4.45447049,4.526261762,4.481101386,4.360552079
MYL4,10.47790624,9.633651972,10.78902788,11.93472455,10.47357861
MYL5,6.904927553,6.675337315,6.781923974,7.099208026,6.818903128
MYL2,5.673516887,5.639893638,5.531150243,5.488020393,5.273903515
MYL3,7.091087172,6.987637852,7.112077947,7.043304946,7.196998189
MYL1,3.843063365,3.808214054,3.877258316,3.827654568,3.870012761
ATP2C2,6.101712324,6.420290776,5.905302904,6.071448494,5.796227023
ATP2C1,7.373660136,7.427875477,7.706130676,7.368227917,7.490124165
ADAM21,4.801909403,4.748340533,4.865401218,4.788949333,4.76452766
CDKN2AIPNL,5.752439292,5.674243291,5.787425615,5.668910537,5.631391982
MYL9,7.137656961,7.457268518,7.438983975,7.699864359,7.985837615
KNCN,5.671047619,5.906133268,5.640437817,5.959125557,5.820708618
NCEH1,4.90945352,5.271588437,5.26022372,5.213202083,5.089296779
LINGO4,5.072777416,5.125091408,5.159001187,5.043989411,5.205442313
LINGO3,6.778006983,6.859053963,6.008953141,6.516924401,6.451028221
LINGO2,5.004236033,4.648575024,4.695562763,5.096280504,4.811197808
LINGO1,6.446386656,6.419472486,6.267777883,6.335197092,6.368858702
TSNARE1,4.378674712,4.568322335,4.632375056,4.460039547,4.615000394
MPP3,5.580550686,5.418308433,5.604826238,5.596694726,5.746999689
MPP2,5.582819559,5.699369053,5.528919127,5.882855442,5.658332672
TFB2M,8.105901445,8.195607486,8.315872869,8.232084719,8.352169923
SFTPC,6.732401413,6.551938916,6.507217381,6.736425393,6.573114454
MPP7,7.326975564,7.853702571,7.460183319,7.544041579,7.74696827
MPP6,4.939671086,4.73168849,5.109098979,4.728161774,4.892295238
MPP5,5.325455451,5.945770765,5.830765098,5.735220138,5.856405373
CHRNA9,5.947834676,6.106424168,6.09419071,6.015352454,5.958015916
FAM110A,8.250224017,8.408772112,8.501862138,8.199073401,8.22764726
INHBA,5.918791284,6.02885956,5.602086721,5.838709797,5.73797621
INHBB,6.452532923,7.194712983,6.606867238,6.479582887,6.248260317
FAM110B,5.287788353,5.295122959,5.104374249,4.697163112,4.900182453
GP9,7.716142434,7.776827242,8.04237166,8.073403809,8.071057106
IDI1,8.137926947,8.181436244,8.241943594,8.05994367,8.025049519
GPR137B,7.296498082,7.423810211,7.377133273,7.213449829,7.033459568
GP5,4.443127982,4.618239598,4.325888175,4.44662913,4.814679139
GP6,5.165428242,5.642487211,5.713820327,5.635881939,5.777398583
GP2,7.114097507,6.959193481,7.306044605,7.575920279,7.494773745
KCTD14,4.941488832,5.218734733,4.648831204,5.497981623,5.202008393
IPMK,5.586633955,5.712737065,5.624146598,5.696958727,5.281358908
PRPSAP1,8.838402042,8.824026981,8.837645366,8.791577649,8.788749072
GPI,9.879066414,9.961098563,9.361307706,9.214046875,9.506430027
NSAP11,3.765056221,3.767906521,3.749672106,4.123245804,5.147283101
RGS17,4.152109516,3.935299376,4.037588415,3.972325203,3.952364695
MFI2,5.438604857,5.597660166,5.377318811,5.513118652,5.42278646
EXTL1,5.270158638,5.209453426,5.031787015,5.446340646,5.062681839
EXTL2,5.361842732,5.603208653,5.496517787,5.425163054,5.376183807
EXTL3,6.913782353,7.083318214,6.798826284,7.13793662,8.613154545
CEP152,6.510798334,7.144752973,6.627982369,6.857182095,6.690197732
ETFDH,6.440353084,6.593004932,6.242585416,6.260257836,6.502244324
RGSL1,4.83454597,4.961625242,4.804411102,5.048918733,5.009613787
ZFP106,8.029720778,10.67693303,10.67282272,10.46906188,9.916111784
GPR174,4.829175556,4.473746372,4.585603648,4.138312154,4.54892977
FAM57A,5.889415795,5.863301076,5.789534617,5.943829503,5.80924424
GPT,6.380665374,6.329582595,6.652504441,6.429759829,6.586268499
FAAH,6.727291089,6.865318307,6.670436018,6.625150671,6.83771553
ST8SIA5,5.689837772,5.962330515,5.775191184,5.962089734,5.8797426
MAN1A1,8.637390982,7.992373249,8.185379007,8.531594247,7.78092968
MAN1A2,6.163137883,6.42791172,6.493713627,6.229647962,6.035058936
KRTAP20-2,5.968452151,5.986521124,6.0673623,5.963814809,5.757683232
IKBKB,7.232695618,7.200680178,6.803770384,7.030916827,6.952422555
KRTAP20-1,5.013224449,5.074922047,5.140835913,4.99325349,4.706853708
NIN,7.409986674,7.442795655,7.378473259,7.226998297,7.237524516
KRTAP20-4,6.024200095,6.305712989,6.404997413,6.44693105,6.514794072
PCTP,8.455993556,8.593455206,8.967340536,8.772366877,8.433076065
RGS11,4.994745246,5.158227413,4.851157676,4.981623755,4.850371645
MYLK,6.819627695,6.693738683,7.398721267,7.17595409,7.251367179
TM4SF20,4.6903041,4.712559943,4.664893239,4.594614774,4.63423963
MTR,5.767231031,5.795488077,5.956623942,5.663127645,5.671261962
TNFRSF8,7.245488542,7.44443511,7.219919825,7.388318551,7.434389411
MYO5C,4.905801313,4.594321094,4.701424977,4.512401246,4.499386731
HDAC10,5.629614692,5.366427878,5.576782452,5.807091146,5.632576173
MYO5A,7.840532544,8.027034781,8.142800161,7.898252274,7.910438144
FCGR1B,6.408297839,6.717350405,6.27365346,5.361550496,5.015458888
SNORA71C,6.694286625,7.197569715,7.276519993,7.16988799,7.076329346
SNORA71A,4.705355034,4.604974105,4.676975139,4.80314605,4.943231144
SYNM,6.665234001,6.422439041,6.361405074,6.651365712,6.058365914
PPYR1,4.292496217,4.191620444,4.206532176,4.181583878,4.257945378
YME1L1,9.112268378,9.304474912,9.569325621,8.432657872,9.403170681
TSHB,6.058121232,6.003920119,5.904795565,5.950188215,5.927487685
GORASP1,6.08951772,6.097879638,6.090305862,6.084071345,5.787425615
SCRT2,5.57361013,5.727113356,5.727971288,5.531616422,5.563407115
TFR2,6.41972272,6.228844229,6.590821985,6.734012612,6.239511604
IFNA6,5.286179317,4.909177719,5.012690742,5.046125056,4.588251682
CRTC1,6.947203334,7.036292479,6.67088165,6.943395554,7.036823743
CRTC3,7.492226937,7.604087131,7.504297217,7.326711315,7.571195583
CRTC2,7.664084009,7.60535531,7.512738385,7.706448006,7.470506128
PNMAL2,6.466312823,6.499246446,6.392646173,6.48282687,6.506936629
TUBGCP6,7.772520596,7.498174857,7.518505705,7.464551084,7.623928369
PNMAL1,4.438713602,4.722834668,4.854172604,4.917213676,5.240388816
FAM13B,9.104289857,8.674869538,8.918363847,8.890962008,8.881439601
FAM13C,4.072891985,4.009562222,4.049223789,3.931346323,4.100910628
OR13J1,5.13603824,5.220629668,5.382371659,5.531150243,5.427332403
IFNA4,4.466339445,4.651261566,4.332948415,4.488575875,4.379451382
OR5M10,4.857907305,4.908711151,4.90348749,4.700516698,4.792865906
OR5M11,5.179067014,5.111165054,5.271862871,5.094405952,5.083372054
LY86,9.822223338,9.813875242,10.21483961,9.995551238,9.880723725
SUMF2,6.96325694,7.398366229,7.096421167,7.095567793,6.866160232
SDHAF1,7.666510855,7.625761345,7.568082522,7.765889145,7.698567888
SDHAF2,10.18069678,9.861000795,9.749996117,9.991650743,9.701425475
SUMF1,7.123657587,7.127154232,7.188478831,7.123657587,7.083918516
LOC100130633,10.17887609,10.01768482,10.10702805,9.822223338,9.944434761
TWSG1,6.068674952,6.309537625,6.88404187,6.071741635,6.128580346
ZBP1,7.181341934,7.515133213,7.164967006,7.512344127,6.998580767
MAGEF1,7.936695762,8.043504977,8.221503865,8.012542504,8.001107687
SETDB2,6.378799564,6.539220983,6.587122689,6.359268611,6.561788608
LOC100131822,5.51121184,5.158479542,5.000976193,5.293782581,4.984024597
MALL,6.586268499,6.652980542,6.533065119,6.719294941,6.885916837
ENTHD1,4.140327066,4.234143596,4.004377858,4.005116024,3.977928321
C14orf176,5.361059948,5.525831503,5.512909381,5.382371659,5.298747311
C14orf177,4.573868854,4.521655705,4.421582395,4.261275661,4.462801301
SMARCAD1,7.832655416,7.956508976,7.899677565,7.883706161,7.918061727
HECA,11.89715899,11.91527427,11.98581892,11.86519391,11.46799692
FNDC3B,5.865410354,6.148186807,6.444436247,7.794181549,7.315825438
SURF2,7.822556758,7.585535672,7.68723021,7.4768783,7.657682262
ZFAND2B,7.953995896,7.774782193,7.62845395,7.501287718,7.585152244
SURF4,8.53586695,8.46514898,8.695361302,8.470665831,8.444591765
ZFAND2A,7.455498695,7.196472221,7.386786024,6.958474705,7.114097507
RARA,6.931627093,7.336014704,7.248859063,7.501614068,6.992399738
RALGPS1,5.494972175,5.518980404,5.930248156,5.555778073,5.435656571
C18orf23,6.127343122,6.358189178,6.088322639,6.480308096,6.319912589
GBP3,7.952903073,8.006024402,8.040042842,7.204635737,7.465735215
GBP2,10.80206564,11.08376985,11.28855952,10.45029444,9.993511718
ACSF2,7.313595636,7.351748232,7.183335723,7.296498082,7.267827742
EFS,5.442898947,5.205208063,5.302562723,5.417541034,5.419110151
MAL2,3.914942194,4.051098505,4.075453098,3.750511051,3.769928943
MAN2A2,7.976932882,8.076398024,7.791990164,7.086532126,8.147945963
MAN2A1,9.264598837,9.236530858,9.376447259,9.334060341,9.158479265
GBP4,7.359798148,7.155534886,7.515133213,7.077885727,6.94587699
ANKS1B,4.265681241,4.350607089,4.219413145,4.540340702,4.268303566
GRLF1,7.220872994,7.054314541,7.051008258,6.889333333,7.042059786
LOC493754,7.269245564,7.22588645,7.310453891,7.258399204,7.146729323
CORO2B,5.329229961,5.241369345,5.391605536,5.166322674,5.000507001
CORO2A,7.258105232,7.523962945,7.263754955,7.129880911,7.195347249
CATSPERG,5.185503259,4.920926801,5.106561877,4.922298265,4.846209631
C10orf72,4.908133018,4.825669666,4.7312184,4.960237914,4.906581228
SPACA4,6.497386943,6.960982894,6.727572926,6.961589618,7.01715185
EDA2R,4.464862067,4.652965042,4.498046827,4.560848075,4.517981187
CCDC136,6.753785395,6.259710833,6.566581358,6.513563357,6.26425959
CCDC137,6.987059287,7.138872981,7.138529626,6.655944767,6.953382734
CCDC130,7.940408184,7.513300401,7.572401691,7.757495709,7.681567937
RBFOX2,4.439234582,4.499883995,4.555824625,4.459769078,4.479554007
GALK2,6.701164144,6.914265777,6.866710436,6.705805587,6.653801447
SPACA3,4.354828743,4.126411296,4.374336374,3.989259349,3.974353085
PRTFDC1,4.474989581,4.822341859,5.246967162,4.964227719,5.08898851
CCDC138,4.248328843,4.543509634,4.588251682,4.251878967,4.380687436
OR52I1,5.386913027,5.511676447,5.770840585,5.503339737,5.520798481
OTOF,7.310964016,7.404333035,7.320282552,7.592991994,7.525721858
WIZ,6.25701637,6.001303717,6.166025897,6.118719337,6.013662578
STK31,4.992516131,4.732687094,4.746166434,4.926771901,4.906034258
POLE4,8.066938122,8.154338633,7.889846635,7.899401819,7.842676556
POLE3,9.488705805,8.510601396,9.199132242,9.228455674,3.970494293
STK35,6.674868688,6.644027449,6.611757211,6.463330477,6.357493298
STK36,6.955253676,6.881188264,6.625150671,6.94833532,6.788811585
STK38,9.303723693,9.602449845,10.04450849,12.11241807,11.94969492
STK39,5.659057044,5.719539459,5.619787519,5.492643549,5.455264685
AGTR1,4.455289529,4.447907276,4.445962872,4.464539678,4.175746887
NXNL2,6.059823314,5.972503025,6.003448341,5.869245389,5.947637072
SYN2,5.56252854,5.418584686,5.335714191,5.233282468,5.37920961
SYN3,5.094621766,5.082781762,5.093370785,4.989121842,4.978860065
GGNBP2,6.50121803,8.903550431,9.176388181,9.278671743,9.185778183
SYN1,5.382109211,5.253779826,5.397333062,5.357003106,5.391152919
HMX1,7.347070599,7.198787077,6.995889515,7.449125751,7.392631334
LCNL1,5.169388415,5.37920961,5.024159554,5.022189195,5.203276505
UTP6,8.883221206,8.61574771,8.913775904,8.850931032,8.752636442
APOF,3.982057468,4.107426387,3.904371373,4.084516872,4.002908555
PAPD5,8.929674915,8.997947005,8.943492537,8.799897543,8.863766148
STARD4,4.660474235,4.618731794,4.747765425,4.525302895,4.538060862
C12orf12,4.234672446,4.082276333,4.269958508,4.453676807,4.186389508
CD5,8.418193502,8.381954285,8.295587054,8.183125897,8.32923573
C12orf10,6.25041341,6.450147849,6.583497997,6.480077238,6.367053373
DARS2,7.080397739,7.291234754,7.064383511,6.961289204,7.13155739
MEPE,5.29332045,5.531354747,5.758480341,5.599417545,5.603208653
CD2,8.153062105,7.821420937,8.046198422,7.922728935,7.879018249
LAMC3,6.260842685,6.166553065,5.988544695,6.320944353,6.311884806
CD9,6.103839804,5.770840585,5.651478372,8.940626765,8.872324575
APH1B,7.479493465,7.844840752,7.78677379,7.774413984,7.693558267
APH1A,9.130651493,8.019856557,9.101840201,8.018446361,7.970677344
PCDHGA1,5.286955317,5.254997196,5.141951475,5.455025878,5.227871652
STAT3,11.95819283,12.1423697,11.44385294,11.25326421,10.93928884
STAT2,6.925741581,6.853424258,7.008505195,6.731355267,6.780297908
STAT1,8.791577649,8.773479884,8.773479884,8.252790895,8.210173548
CHRNB1,6.307813359,6.347127064,6.262479386,6.153558772,6.390719595
FAM54B,8.395461315,8.364015553,8.502977159,8.280292561,8.475736729
NPHP1,4.593389256,4.58992724,4.769981685,4.603100498,4.731977828
CHRNB2,6.581016992,6.164836395,6.482097318,6.248795996,6.615760757
CHRNB4,5.257872952,5.505703295,5.05630558,5.39586692,5.504599171
CTAGE15P,5.551230549,5.778205252,6.028192401,6.073965722,6.124356361
HBEGF,4.492176336,4.568816104,4.522300964,4.498046827,4.557828692
GSTM5,4.395332282,4.316427083,4.4767197,4.234672446,4.106112206
AFM,4.131841726,4.14681941,4.044184036,4.094399894,4.272092131
C8orf73,7.084211775,7.336358636,6.831393618,6.942308201,6.925741581
POC1A,5.700118631,6.041785742,5.637035255,5.950401359,5.697672248
ANKRD36B,5.68960067,5.816767359,5.467653384,5.594093676,5.549576019
CYB5D2,7.237782972,7.347930286,7.275929113,7.361303328,7.26970247
IL13RA2,4.210339097,4.387612609,4.412656114,4.3932446,4.368652724
OR4C46,6.041785742,5.594913498,6.07650762,5.876553338,5.973383823
VCAN,9.31215093,9.867891802,8.181208666,5.508592317,11.8812918
MTMR8,5.453320235,5.543781635,5.305626121,5.676271153,5.521058473
TRPC5,4.803419397,4.784950627,4.699737761,4.521655705,4.74237807
POLE2,4.947824898,5.040015721,4.853664439,5.093370785,4.754567093
GALNTL6,3.90476005,4.032197469,3.927104944,4.095601671,4.103770182
HEATR7A,6.836953631,7.131879844,6.878465932,6.638324129,6.860767598
HTATSF1,8.216346376,8.09342862,8.149633037,7.845862403,8.104676143
GABRB1,4.50613599,4.50045529,4.413237566,4.406477523,4.397121372
AKR1B1,10.12185983,9.864785963,10.14320976,9.984845023,10.28134402
GABRB3,4.226066359,4.51539153,4.23351943,4.085060856,4.164991073
BTAF1,8.593455206,8.415182531,7.510508616,8.304567739,8.534712312
PODNL1,5.611433131,5.671261962,5.516004382,5.801191956,5.711514472
STATH,4.138312154,4.202046901,3.887968228,3.842018182,3.998860127
ZNRD1,9.804045687,9.579885563,9.526142822,9.702597526,9.221054695
NEK10,4.378173637,4.306632259,4.254687739,4.406757961,4.419481276
MRPS28,6.749362655,6.399312829,6.554498995,6.533853198,6.428183016
PLXNA3,7.30207218,7.648673413,7.651473768,7.544974476,7.51877706
PLXNA2,6.486183588,6.692108147,6.776251758,6.421878462,6.179801281
PLXNA1,5.688874151,5.722121284,5.6831014,5.61512612,5.693137067
ASNS,8.40066093,8.294688051,8.245450403,8.032607036,8.071393099
PLXNA4,4.353490384,4.507907678,4.396851941,4.166488951,4.326665088
PLG,4.565823741,4.389315758,4.508389943,4.421287159,4.467106264
LENEP,6.602113371,6.627730677,6.643011352,6.68817795,6.772927771
KIAA1009,5.362898879,5.485372036,5.448517103,5.307353887,5.090015017
ASB14,4.33852611,4.391027693,4.273394378,4.349454424,4.283336953
